_id,OBJECTID,STRUCTID,ADDRESS,STREETNAME,CROSSSTREET1,CROSSSTREET2,SUFFIX,UNIT_NUMBER,TREE_POSITION_NUMBER,SITE,WARD,BOTANICAL_NAME,COMMON_NAME,DBH_TRUNK,geometry
26829,26830,YO28068,10,HUMBERVIEW CRES,LN W WESTON S HUMBERVIEW,None,None,0,110,None,05,Acer platanoides,"Maple, Norway",5,"{""type"": ""Point"", ""coordinates"": [-79.534598450752, 43.7062439586887]}"
26846,26847,YO30522,331,LAUDER AVE,ROSECLIFFE AVE,LN N ROSECLIFFE W LAUDER,None,0,30,None,09,Tsuga canadensis,"Hemlock, eastern",18,"{""type"": ""Point"", ""coordinates"": [-79.4417863274591, 43.6844535628571]}"
26877,26878,YO24754,32,SYKES AVE,WESTON RD,DENISON RD W,None,0,10,None,05,Picea pungens,"Spruce, Colorado blue",18,"{""type"": ""Point"", ""coordinates"": [-79.510807302196, 43.6961413075873]}"
26884,26885,YO13255,19,LANDOUR AVE,None,HERTFORD AVE,None,0,10,None,05,Thuja occidentalis,"Cedar, white",28,"{""type"": ""Point"", ""coordinates"": [-79.4775321330756, 43.6879789819722]}"
26894,26895,YO20254,52,SNIDER AVE,LN N EGLINTON W MONTCALM,BOWIE AVE,None,0,10,None,08,Prunus '(section cherries)',Cherry,13,"{""type"": ""Point"", ""coordinates"": [-79.4617281507096, 43.6949209754716]}"
26903,26904,YO28085,227,WINONA DR,BARRIE AVE,WATFORD AVE,None,0,20,None,12,Thuja,Cedar,13,"{""type"": ""Point"", ""coordinates"": [-79.4329224088181, 43.6814562737763]}"
26916,26917,YO16466,10,LONBOROUGH AVE,CARNARVON ST,COLFAX ST,None,0,10,None,05,Picea,Spruce,35,"{""type"": ""Point"", ""coordinates"": [-79.4675731680719, 43.6944841231023]}"
26919,26920,YO23859,30,OLD MILL DR,LN N BLOOR E OLD MILL DR,"RIVERSIDE DR TO, YK",None,0,10,None,04,Prunus '(section cherries)',Cherry,22,"{""type"": ""Point"", ""coordinates"": [-79.4880857948332, 43.6488369592555]}"
27007,27008,YO16087,26,RAGLAN AVE,LN N ST CLAIR W BATHURST,MAPLEWOOD AVE,None,0,10,None,12,Acer rubrum,"Maple, red",28,"{""type"": ""Point"", ""coordinates"": [-79.4199603354322, 43.6838370063335]}"
27056,27057,YO9532,180,ATLAS AVE,HURSTING AVE,EARLSDALE AVE,None,0,10,None,12,Acer platanoides 'Schwedleri',"Maple, Norway 'Schwedler'",56,"{""type"": ""Point"", ""coordinates"": [-79.4331958689794, 43.6865644240883]}"
27160,27161,YO21305,48,DELEMERE AVE,BRUTON RD,SCARLETT RD,None,0,10,None,05,Syringa reticulata,"Lilac, Japanese",27,"{""type"": ""Point"", ""coordinates"": [-79.4997505466925, 43.6707463349897]}"
27209,27210,YO10315,178,LOCKSLEY AVE,RIDELLE AVE,BRIAR HILL AVE,None,0,10,None,08,Picea abies,"Spruce, Norway",30,"{""type"": ""Point"", ""coordinates"": [-79.4487563095633, 43.7023908422467]}"
27259,27260,YO2446,317,MCROBERTS AVE,ROGERS RD,LN S CORBY E CALEDONIA,None,0,10,None,09,Picea abies,"Spruce, Norway",23,"{""type"": ""Point"", ""coordinates"": [-79.4566219633573, 43.6833782071418]}"
27294,27295,YO4082,59,CLOUSTON AVE,LN W WESTON N CLOUSTON,MONKLANDS AVE,None,0,10,None,05,Acer platanoides 'Crimson King',"Maple, Norway 'Crimson King'",33,"{""type"": ""Point"", ""coordinates"": [-79.5071263151712, 43.6944791750426]}"
27321,27322,YO22861,11,GUESTVILLE AVE,None,LAMBTON AVE,None,0,10,None,05,Acer platanoides,"Maple, Norway",32,"{""type"": ""Point"", ""coordinates"": [-79.4884770629027, 43.6812190523167]}"
27395,27396,YO1489,7,WINDAL AVE,RECTORY RD,None,None,0,20,None,05,Juglans nigra,"Walnut, black",48,"{""type"": ""Point"", ""coordinates"": [-79.5264317970524, 43.705693703708]}"
27399,27400,YO13741,20,WESTACRES DR,KEELE ST,FREEMAN RD,None,0,20,None,05,Acer platanoides,"Maple, Norway",27,"{""type"": ""Point"", ""coordinates"": [-79.4773241369169, 43.6944679486959]}"
27426,27427,YO11757,40,GLENVALLEY DR,PEAREN ST,GILMOUR CRES,None,0,10,None,05,Syringa,Lilac,3,"{""type"": ""Point"", ""coordinates"": [-79.4943837563902, 43.686676556255]}"
27496,27497,YO18620,73,LANARK AVE,OAKWOOD AVE,GLENHOLME AVE,None,0,10,None,12,Prunus '(section cherries)',Cherry,25,"{""type"": ""Point"", ""coordinates"": [-79.4437472250467, 43.6962467489973]}"
27514,27515,YO5818,6,BALA AVE,BARTONVILLE AVE W,ERNEST DOCKRAY AVE YORK,None,0,50,BALA AVENUE COMMUNITY SCHOOL,05,Acer platanoides,"Maple, Norway",32,"{""type"": ""Point"", ""coordinates"": [-79.4999756619613, 43.6900078868049]}"
27568,27569,YO9908,783,WINDERMERE AVE,LN E WINDERMERE S ST JOHNS,LN S ST JOHNS E WILLARD,None,0,10,None,04,Syringa reticulata,"Lilac, Japanese",47,"{""type"": ""Point"", ""coordinates"": [-79.4844033911412, 43.6606827485834]}"
27643,27644,YO9029,277,HARVIE AVE,ROGERS RD,TEIGNMOUTH AVE,None,0,30,None,09,Thuja,Cedar,3,"{""type"": ""Point"", ""coordinates"": [-79.4528225967256, 43.6845172309711]}"
27704,27705,YO35,33,MARKDALE AVE,CHILTERN HILL RD,GLEN CEDAR RD,None,0,20,None,12,Acer palmatum,"Maple, Japanese",31,"{""type"": ""Point"", ""coordinates"": [-79.427736069098, 43.6944630719661]}"
27731,27732,YO24216,263,KANE AVE,TROWELL AVE,EWART AVE,None,0,10,None,05,Picea,Spruce,25,"{""type"": ""Point"", ""coordinates"": [-79.4684661031907, 43.6873288817412]}"
27732,27733,YO29823,53,HOLMESDALE CRES,PRESTON RD,ENNERDALE RD,None,0,10,None,09,Morus alba,"Mulberry, white",48,"{""type"": ""Point"", ""coordinates"": [-79.4518829927114, 43.6896949289429]}"
27796,27797,YO5727,84,HOLMESDALE RD,HOLMESDALE CRES,ENNERDALE RD,None,0,10,None,09,Morus,Mulberry,5,"{""type"": ""Point"", ""coordinates"": [-79.451483605503, 43.6891807319231]}"
27797,27798,YO10345,5,SEDAN AVE,NICKLE ST,COBALT ST,None,0,10,None,05,Picea,Spruce,30,"{""type"": ""Point"", ""coordinates"": [-79.4983020346721, 43.6925177327543]}"
27846,27847,YO26555,11,HARLTON CRES,HAVERSON BLVD,SILVERTHORN AVE,None,0,10,None,05,Syringa reticulata,"Lilac, Japanese",25,"{""type"": ""Point"", ""coordinates"": [-79.466039108563, 43.6883574943399]}"
27848,27849,YO13548,77,EILEEN AVE,ELVIN AVE,LYDON AVE,None,0,10,None,05,Picea pungens,"Spruce, Colorado blue",40,"{""type"": ""Point"", ""coordinates"": [-79.4992735692436, 43.6683039207884]}"
27962,27963,YO2611,48,RONALD AVE,BOWIE AVE,SCHELL AVE,None,0,20,None,08,Prunus '(section cherries)',Cherry,18,"{""type"": ""Point"", ""coordinates"": [-79.4587255466663, 43.6965997063553]}"
28083,28084,YO25982,310,RUSHTON RD,HUMEWOOD GDNS,WELLWOOD AVE,None,0,60,None,12,Magnolia x soulangiana (M. denudata x liliiflora).,"Magnolia, saucer",12,"{""type"": ""Point"", ""coordinates"": [-79.4287156336557, 43.6830010891198]}"
28089,28090,YO17403,71,CHERRYWOOD AVE,VALEWOOD AVE,LN S VAUGHAN W HUMEWOOD,None,0,30,None,12,Juniperus,Juniper,3,"{""type"": ""Point"", ""coordinates"": [-79.429030621217, 43.688213977015]}"
28136,28137,YO21265,403,WESTMOUNT AVE,ROGERS RD,GENESSEE AVE,None,0,20,None,12,Picea pungens,"Spruce, Colorado blue",23,"{""type"": ""Point"", ""coordinates"": [-79.4448546589073, 43.6860244619674]}"
28139,28140,YO5207,223,NORTHCLIFFE BLVD,CLOVERLAWN AVE,ROSECLIFFE AVE,None,0,20,None,09,Prunus persica,Peach,10,"{""type"": ""Point"", ""coordinates"": [-79.4423403967581, 43.6829102813059]}"
28150,28151,YO10350,467,ST JOHN'S RD,PRISCILLA AVE,JANE ST,None,0,20,None,04,Picea pungens,"Spruce, Colorado blue",50,"{""type"": ""Point"", ""coordinates"": [-79.4886591108718, 43.6619322584989]}"
28188,28189,YO9432,172,ATLAS AVE,HURSTING AVE,EARLSDALE AVE,None,0,10,None,12,Acer platanoides,"Maple, Norway",52,"{""type"": ""Point"", ""coordinates"": [-79.4330907902951, 43.6863117230305]}"
28191,28192,YO10557,15,BEXLEY CRES,JANE ST,AVALON AVE,None,0,10,None,05,Acer platanoides,"Maple, Norway",62,"{""type"": ""Point"", ""coordinates"": [-79.4985504837798, 43.6802695082822]}"
28207,28208,YO2712,335,VAUGHAN RD,CHERRYWOOD AVE,RUSHTON RD,None,0,10,None,12,Fraxinus excelsior,"Ash, European",58,"{""type"": ""Point"", ""coordinates"": [-79.4300804093269, 43.6889110815956]}"
28209,28210,YO20597,52,BOWIE AVE,FAIRBANK AVE,HARTLEY AVE,None,0,10,None,08,Acer platanoides,"Maple, Norway",53,"{""type"": ""Point"", ""coordinates"": [-79.453894037931, 43.6970569703553]}"
28228,28229,YO26282,76,RIVERCREST RD,WEATHERELL ST,HUMBERVIEW RD,None,0,20,None,04,Quercus palustris,"Oak, pin",36,"{""type"": ""Point"", ""coordinates"": [-79.4876589962936, 43.6517852919053]}"
28232,28233,YO28498,385,WINNETT AVE,DURHAM AVE,ARLINGTON AVE,None,0,10,None,12,Acer platanoides,"Maple, Norway",24,"{""type"": ""Point"", ""coordinates"": [-79.4351937068485, 43.693868444333]}"
28241,28242,YO22103,62,CORDELLA AVE,LOUVAIN ST,CLIFF ST,None,0,10,None,05,Acer platanoides 'Crimson King',"Maple, Norway 'Crimson King'",55,"{""type"": ""Point"", ""coordinates"": [-79.4833185276812, 43.6808029963286]}"
28320,28321,YO19522,15,ORCHARD CREST RD,HUMBERVIEW RD,LANGMUIR CRES,None,0,10,None,04,Malus,Apple,19,"{""type"": ""Point"", ""coordinates"": [-79.4948807927915, 43.6542016186633]}"
28352,28353,YO8854,50,COULTER AVE,RECTORY RD,CROSS ST YORK,None,0,10,None,05,Quercus robur 'Fastigiata',"Oak, English 'pyramidal'",31,"{""type"": ""Point"", ""coordinates"": [-79.5260556810111, 43.7051344598795]}"
28466,28467,YO29577,120,ALAMEDA AVE,CLOVELLY AVE,CLOVELLY AVE,A,0,20,None,12,Prunus virginiana 'Shubert',"Cherry, choke 'Shubert'",20,"{""type"": ""Point"", ""coordinates"": [-79.4395199191075, 43.6954078936608]}"
28486,28487,YO5759,19,AMHERST AVE,LN W OAKWOOD N AMHERST,GLENHOLME AVE,None,0,10,None,12,Sorbus,Mountain ash,55,"{""type"": ""Point"", ""coordinates"": [-79.441584152101, 43.6911100305353]}"
28493,28494,YO20039,37,BABY POINT CRES,BABY POINT RD,BABY POINT TER,None,0,10,None,04,Quercus palustris,"Oak, pin",54,"{""type"": ""Point"", ""coordinates"": [-79.4965511712732, 43.6550925003166]}"
28697,28698,YO25553,27,RIVERCREST RD,LN W JANE S RIVERCREST,FOLKES ST,None,0,20,None,04,Quercus alba,"Oak, white",90,"{""type"": ""Point"", ""coordinates"": [-79.4865419231412, 43.6502593722745]}"
28752,28753,YO17936,4,DURHAM AVE,None,ARLINGTON AVE,None,0,10,None,12,Prunus persica,Peach,23,"{""type"": ""Point"", ""coordinates"": [-79.4332308480895, 43.693094994717]}"
28779,28780,YO2072,8,WILLIAM ST,"ROSEMOUNT AVE NY, YK",SPRINGMOUNT AVE YORK,None,0,20,None,05,Betula papyrifera,"Birch, white",15,"{""type"": ""Point"", ""coordinates"": [-79.5152291067305, 43.7029767747851]}"
28783,28784,YO13082,16,PEVERIL HILL S,AVA RD,AVENAL DR,None,0,20,None,12,Picea pungens,"Spruce, Colorado blue",33,"{""type"": ""Point"", ""coordinates"": [-79.4252697860379, 43.6966167549803]}"
28830,28831,YO8591,44,CROSS ST YORK,CHURCH ST YORK,COULTER AVE,None,0,20,None,05,Acer saccharinum,"Maple, silver",69,"{""type"": ""Point"", ""coordinates"": [-79.5259202712762, 43.7049832512458]}"
28848,28849,YO16615,15,CHERRYWOOD AVE,MAPLEWOOD AVE,VALEWOOD AVE,None,0,160,HUMEWOOD COMMUNITY SCHOOL,12,Ulmus pumila,"Elm, Siberian",45,"{""type"": ""Point"", ""coordinates"": [-79.4285861939622, 43.6867122829926]}"
28866,28867,YO20839,47,SKYLARK RD,KENTUCKY AVE,ALTHEA RD,None,0,10,None,04,Tilia cordata,"Linden, littleleaf",66,"{""type"": ""Point"", ""coordinates"": [-79.4974304647371, 43.6635378034277]}"
28888,28889,YO8735,80,WESTBURY CRES,BICKNELL AVE,ROTHERHAM AVE,None,0,80,None,05,Malus sargentii,"Apple, Sargents",6,"{""type"": ""Point"", ""coordinates"": [-79.476696432148, 43.6852850934329]}"
28995,28996,YO24985,139,PINEWOOD AVE,MAPLEWOOD AVE,VALEWOOD AVE,None,0,30,None,12,Prunus '(section cherries)',Cherry,60,"{""type"": ""Point"", ""coordinates"": [-79.4261169519634, 43.6870835296595]}"
29049,29050,YO8934,570,DURIE ST,LN E WINDERMERE S ST JOHNS,ST JOHN'S RD,None,0,20,None,04,Betula,Birch,30,"{""type"": ""Point"", ""coordinates"": [-79.4832307054417, 43.6603519901631]}"
29097,29098,YO1778,8,WELLWOOD AVE,RUSHTON RD,HUMEWOOD DR,None,0,20,None,12,Picea pungens,"Spruce, Colorado blue",12,"{""type"": ""Point"", ""coordinates"": [-79.4283007146789, 43.6845674352969]}"
29186,29187,YO5362,69,WILLIAM ST,ELM ST YORK,WADSWORTH BLVD,None,0,10,None,05,Gleditsia triacanthos,Honey locust,62,"{""type"": ""Point"", ""coordinates"": [-79.5125537618916, 43.7033192744918]}"
29191,29192,YO19404,100,TRETHEWEY DR,PAULSON RD,CLEARVIEW HTS,None,0,30,None,05,Ulmus pumila,"Elm, Siberian",,"{""type"": ""Point"", ""coordinates"": [-79.4827504120624, 43.6932428752865]}"
29340,29341,YO24398,15,HAVERSON BLVD,DUNRAVEN DR,DONALD AVE,None,0,10,None,05,Allianthus altissima,"Tree, of heaven",36,"{""type"": ""Point"", ""coordinates"": [-79.4647993446757, 43.6871430776592]}"
29514,29515,YO6471,437,HOPEWELL AVE,TIMES RD,LOCKSLEY AVE,None,0,30,None,08,Thuja occidentalis,"Cedar, white",8,"{""type"": ""Point"", ""coordinates"": [-79.446397916459, 43.6995872117714]}"
29536,29537,YO19710,449,WALMER RD,ST CLAIR AVE W,HEATH ST W,None,0,60,None,12,Gleditsia triacanthos,Honey locust,30,"{""type"": ""Point"", ""coordinates"": [-79.4130011185485, 43.6864519137417]}"
29629,29630,YO17198,80,STRATHNAIRN AVE,COLFAX ST,ALYWARD ST,None,0,10,None,05,Robinia pseudoacacia,Black locust,42,"{""type"": ""Point"", ""coordinates"": [-79.4693448982871, 43.6955651809159]}"
29691,29692,YO1451,12,JULIANA CRT,None,None,None,0,99998,None,04,Acer platanoides 'Schwedleri',"Maple, Norway 'Schwedler'",30,"{""type"": ""Point"", ""coordinates"": [-79.5003155239248, 43.6635430346461]}"
29877,29878,YO24866,64,HUMBERVIEW RD,HUMBERCREST BLVD,BRIDGEVIEW RD,None,0,110,None,04,Syringa reticulata,"Lilac, Japanese",35,"{""type"": ""Point"", ""coordinates"": [-79.4916455443218, 43.6535932604029]}"
29925,29926,YO17829,1068,BRIAR HILL AVE,LOCKSLEY AVE,DUFFERIN ST,None,0,10,None,08,Pyrus calleryana 'chanticleer',Pear 'Chanticleer',21,"{""type"": ""Point"", ""coordinates"": [-79.4501446512425, 43.7030120313491]}"
30040,30041,YO18083,10,SOMERVILLE AVE,WESTON RD,GILMOUR CRES,None,0,50,None,05,Juniperus,Juniper,3,"{""type"": ""Point"", ""coordinates"": [-79.494531697441, 43.6880609638043]}"
30086,30087,YO10036,676,DURIE ST,ST JOHN'S RD,LN S DUNDAS E DURIE,None,0,10,None,04,Acer platanoides,"Maple, Norway",57,"{""type"": ""Point"", ""coordinates"": [-79.4841812063548, 43.6637546242391]}"
30132,30133,YO12011,15,FLORENCE CRES,JANE ST,EILEEN AVE,None,0,20,None,05,Acer negundo,"Maple, Manitoba",51,"{""type"": ""Point"", ""coordinates"": [-79.494014902065, 43.6695412965417]}"
30167,30168,YO3908,475,MCROBERTS AVE,SUMMIT AVE,KITCHENER AVE,None,0,20,None,09,Quercus rubra,"Oak, red",43,"{""type"": ""Point"", ""coordinates"": [-79.4582966178769, 43.6871849696126]}"
30171,30172,YO23300,162,KANE AVE,AILEEN AVE,DUNRAVEN DR,None,0,20,None,05,Acer saccharinum,"Maple, silver",69,"{""type"": ""Point"", ""coordinates"": [-79.4678278158584, 43.6849508022076]}"
30214,30215,YO17801,67,REGENT ST YORK,HILLARY AVE,LN S ROGERS E REGENT,None,0,10,None,05,Acer negundo,"Maple, Manitoba",83,"{""type"": ""Point"", ""coordinates"": [-79.4698710203869, 43.6817821690915]}"
30240,30241,YO5821,6,BALA AVE,BARTONVILLE AVE W,ERNEST DOCKRAY AVE YORK,None,0,120,BALA AVENUE COMMUNITY SCHOOL,05,Acer platanoides,"Maple, Norway",39,"{""type"": ""Point"", ""coordinates"": [-79.4997148070245, 43.6892300931821]}"
30283,30284,YO449,26,TESTON BLVD,OUTLOOK AVE,None,None,0,10,None,05,Morus,Mulberry,5,"{""type"": ""Point"", ""coordinates"": [-79.4919271275807, 43.6796451532691]}"
30373,30374,YO12089,82,ATLAS AVE,DUNDURN CRES,HURSTING AVE,None,0,10,None,12,Acer platanoides,"Maple, Norway",51,"{""type"": ""Point"", ""coordinates"": [-79.4322386171391, 43.6836976287607]}"
30400,30401,YO24829,9,GREENBROOK DR,KEELE ST,TRETHEWEY DR,None,0,20,None,05,Fraxinus pennsylvanica,"Ash, green",57,"{""type"": ""Point"", ""coordinates"": [-79.4770571132014, 43.6968238389764]}"
30436,30437,YO546,1,MARKDALE AVE,BATHURST ST,CHILTERN HILL RD,None,0,10,None,12,Sorbus aucuparia,"Mountain ash, European",34,"{""type"": ""Point"", ""coordinates"": [-79.4235253218851, 43.6938907216914]}"
30472,30473,YO4531,533,MCROBERTS AVE,None,None,None,0,30,None,09,Picea abies,"Spruce, Norway",33,"{""type"": ""Point"", ""coordinates"": [-79.4590690374322, 43.6892613359584]}"
30506,30507,YO27428,39,HATHERLEY RD,WOODCROFT CRES,ENNERDALE RD,None,0,20,None,09,Prunus persica,Peach,,"{""type"": ""Point"", ""coordinates"": [-79.4492312785394, 43.6874426646675]}"
30558,30559,YO20671,512,"RIVERSIDE DR TO, YK",TRAYMORE CRES,OLD MILL DR,None,0,10,None,04,Magnolia x soulangiana (M. denudata x liliiflora).,"Magnolia, saucer",20,"{""type"": ""Point"", ""coordinates"": [-79.4898310347849, 43.6496502659617]}"
30610,30611,YO27835,169,HUMBERCREST BLVD,ST JOHN'S RD,LN E HUMBERCREST N ST JOHNS,None,0,10,None,04,Gleditsia triacanthos,Honey locust,37,"{""type"": ""Point"", ""coordinates"": [-79.4935056520336, 43.6620558019542]}"
30766,30767,YO8250,208,BELGRAVIA AVE,JIMMY WISDOM WAY,DUFFERIN ST,None,0,10,None,08,Acer rubrum,"Maple, red",26,"{""type"": ""Point"", ""coordinates"": [-79.4484596372763, 43.6978021970706]}"
30794,30795,YO8575,91,LIVINGSTONE AVE,MARLEE AVE,TIMES RD,None,0,10,None,08,Acer platanoides,"Maple, Norway",38,"{""type"": ""Point"", ""coordinates"": [-79.4430668750494, 43.698009359265]}"
30795,30796,YO16860,121,GUESTVILLE AVE,YORK AVE,SYNDICATE AVE,None,0,10,None,05,Acer platanoides,"Maple, Norway",55,"{""type"": ""Point"", ""coordinates"": [-79.4900935447703, 43.685742973686]}"
30910,30911,YO17255,12,REGENT ST YORK,LAVENDER RD,HILLARY AVE,None,0,10,None,05,Pinus strobus,"Pine, Eastern white",18,"{""type"": ""Point"", ""coordinates"": [-79.46927436566, 43.6805335552195]}"
30991,30992,YO10301,70,KANE AVE,ROGERS RD,KERSDALE AVE,None,0,20,None,05,Thuja,Cedar,20,"{""type"": ""Point"", ""coordinates"": [-79.4670238833832, 43.6830962406466]}"
31025,31026,YO11108,19,HEATHDALE RD,RAGLAN AVE,CONNAUGHT CRCL,None,0,60,None,12,Picea abies,"Spruce, Norway",13,"{""type"": ""Point"", ""coordinates"": [-79.4227709172978, 43.6889706281533]}"
31298,31299,YO15965,10,LOUVAIN ST,HUMBER BLVD YORK,CORDELLA AVE,None,0,10,None,05,Acer platanoides,"Maple, Norway",27,"{""type"": ""Point"", ""coordinates"": [-79.4825507885966, 43.6807346967652]}"
31355,31356,YO29489,69,PRITCHARD AVE,MARIPOSA AVE,FRENCH AVE YORK,None,0,260,GEORGE SYME COMMUNITY SCHOOL,05,Pinus nigra,"Pine, Austrian",53,"{""type"": ""Point"", ""coordinates"": [-79.4904115498668, 43.66894670217]}"
31455,31456,YO28046,521,RUSHTON RD,VALEWOOD AVE,LN S VAUGHAN W CHERRYWOOD,None,0,10,None,12,Acer platanoides 'Crimson King',"Maple, Norway 'Crimson King'",55,"{""type"": ""Point"", ""coordinates"": [-79.4299451901679, 43.6871720013724]}"
31496,31497,YO10371,168,SCHELL AVE,LITTLE BLVD,MONTCALM AVE,None,0,10,None,08,Morus,Mulberry,18,"{""type"": ""Point"", ""coordinates"": [-79.4603199130389, 43.6970314956287]}"
31548,31549,YO17778,83,BERNICE CRES,ELVIN AVE,LYDON AVE,None,0,10,None,05,Picea pungens,"Spruce, Colorado blue",38,"{""type"": ""Point"", ""coordinates"": [-79.4980699163208, 43.667111662122]}"
31636,31637,YO505,10,SPRINGMOUNT AVE YORK,MACDONALD AVE,WADSWORTH BLVD,None,0,30,None,05,Acer saccharinum,"Maple, silver",60,"{""type"": ""Point"", ""coordinates"": [-79.5141862716417, 43.702368323516]}"
31637,31638,YO21388,115,AVA RD,HILL PL,GLEN CEDAR RD,None,0,20,None,12,Acer platanoides,"Maple, Norway",52,"{""type"": ""Point"", ""coordinates"": [-79.4280421774959, 43.6970882570391]}"
31660,31661,YO28673,287,WINONA DR,DUNDURN CRES,FALWYN AVE,None,0,10,None,12,Catalpa speciosa,"Catalpa, northern",82,"{""type"": ""Point"", ""coordinates"": [-79.4335558670456, 43.6842410818741]}"
31717,31718,YO23599,211,ST MARK'S RD,VARSITY RD,SUN VALLEY DR,None,0,10,None,04,Pinus strobus,"Pine, Eastern white",,"{""type"": ""Point"", ""coordinates"": [-79.4957527997145, 43.6587311345585]}"
31775,31776,YO1711,104,BABY POINT RD,FLEUR PL,L'ESTRANGE PL,None,0,20,None,04,Acer platanoides 'Crimson King',"Maple, Norway 'Crimson King'",25,"{""type"": ""Point"", ""coordinates"": [-79.4989707402856, 43.6554002949869]}"
31794,31795,YO411,585,BERESFORD AVE,LN E DURIE S ST JOHNS,ST JOHN'S RD,None,0,10,None,04,Acer platanoides 'Crimson King',"Maple, Norway 'Crimson King'",64,"{""type"": ""Point"", ""coordinates"": [-79.4818879507748, 43.6617081438891]}"
31956,31957,YO23387,8,DENISON RD W,WESTON RD,SYKES AVE,None,0,10,None,05,Abies,Fir,,"{""type"": ""Point"", ""coordinates"": [-79.5090419521447, 43.6962738878235]}"
31966,31967,YO9980,669,DURIE ST,ST JOHN'S RD,LN S DUNDAS E DURIE,None,0,20,None,04,Robinia pseudoacacia,Black locust,95,"{""type"": ""Point"", ""coordinates"": [-79.4838636222261, 43.663711364416]}"
31983,31984,YO2506,2,CROYDON RD,BATHURST ST,CHILTERN HILL RD,A,0,10,None,12,Acer saccharinum,"Maple, silver",47,"{""type"": ""Point"", ""coordinates"": [-79.4227266697538, 43.693048527702]}"
32053,32054,YO14666,20,WESTOVER HILL RD,DEWBOURNE AVE,LN S EGLINTON W MENIN,None,0,40,None,12,Picea pungens,"Spruce, Colorado blue",46,"{""type"": ""Point"", ""coordinates"": [-79.4323239529197, 43.6972339027226]}"
32110,32111,YO22012,160,AVA RD,WESTOVER HILL RD,STRATHEARN RD,None,0,20,None,12,Picea pungens,"Spruce, Colorado blue",25,"{""type"": ""Point"", ""coordinates"": [-79.4319061873811, 43.6965206086287]}"
32211,32212,YO25838,196,PINEWOOD AVE,VAUGHAN RD,HEATHDALE RD,None,0,20,None,12,Acer negundo,"Maple, Manitoba",22,"{""type"": ""Point"", ""coordinates"": [-79.4271446310903, 43.6898514321617]}"
32247,32248,YO30359,20,SCOTT RD,LN N ROGERS W REGENT,KERSDALE AVE,None,0,10,None,05,Acer platanoides,"Maple, Norway",59,"{""type"": ""Point"", ""coordinates"": [-79.4694030003238, 43.6828897370739]}"
32280,32281,YO29764,38,MONTCALM AVE,BOWIE AVE,SCHELL AVE,None,0,30,None,08,Acer platanoides,"Maple, Norway",78,"{""type"": ""Point"", ""coordinates"": [-79.4606742681134, 43.6955158370831]}"
32285,32286,YO30137,287,LAUDER AVE,CLOVERLAWN AVE,MILLERSON AVE,None,0,10,None,09,Acer platanoides 'Crimson King',"Maple, Norway 'Crimson King'",41,"{""type"": ""Point"", ""coordinates"": [-79.4412874299757, 43.6827634200322]}"
32330,32331,YO13993,51,CAMBERWELL RD,DEWBOURNE AVE,LN S EGLINTON W ROSTREVOR,None,0,20,None,12,Pinus strobus,"Pine, Eastern white",24,"{""type"": ""Point"", ""coordinates"": [-79.4293782410078, 43.6995037390713]}"
32570,32571,YO12403,12,WINDAL AVE,RECTORY RD,None,None,0,10,None,05,Acer platanoides,"Maple, Norway",8,"{""type"": ""Point"", ""coordinates"": [-79.5268937300195, 43.7060215213557]}"
32665,32666,YO18995,154,GLOUCESTER GRV,ALAMEDA AVE,OAKWOOD AVE,None,0,10,None,12,Prunus '(section cherries)',Cherry,15,"{""type"": ""Point"", ""coordinates"": [-79.4413851604485, 43.696119850181]}"
32887,32888,YO15734,42,JASPER AVE,WESTON RD,LANGDEN AVE,None,0,10,None,05,Syringa,Lilac,,"{""type"": ""Point"", ""coordinates"": [-79.4835972969006, 43.6827018003639]}"
32926,32927,YO748,48,"LAMONT AVE NY, YK",WALWYN AVE,GRATTAN ST,None,0,10,None,05,Acer platanoides,"Maple, Norway",72,"{""type"": ""Point"", ""coordinates"": [-79.5216735949989, 43.7072664351565]}"
32930,32931,YO11514,62,HEATHDALE RD,CONNAUGHT CRCL,PINEWOOD AVE,None,0,40,None,12,Juniperus,Juniper,3,"{""type"": ""Point"", ""coordinates"": [-79.4267552127049, 43.6902884303622]}"
33155,33156,YO26712,113,HATHERLEY RD,NAIRN AVE,HARVIE AVE,None,0,10,None,09,Picea glauca,"Spruce, white",30,"{""type"": ""Point"", ""coordinates"": [-79.4530591184737, 43.6867627579896]}"
33186,33187,YO15804,559,CALEDONIA RD,KEITH AVE,EGLINTON AVE W,None,0,10,None,09,Picea,Spruce,25,"{""type"": ""Point"", ""coordinates"": [-79.4616233661941, 43.6922259622372]}"
33306,33307,YO27196,18,HATHERLEY RD,EVERSFIELD RD,WOODCROFT CRES,None,0,10,None,09,Juniperus,Juniper,10,"{""type"": ""Point"", ""coordinates"": [-79.4479959694958, 43.6877172791602]}"
33337,33338,YO11275,2164,DUFFERIN ST,MARTIN ST,GIBSON ST,None,0,10,None,09,Acer negundo,"Maple, Manitoba",8,"{""type"": ""Point"", ""coordinates"": [-79.4479155606581, 43.6892851161402]}"
33399,33400,YO28763,21,PINE ST,WILLIAM ST,JOHN ST YORK,None,0,30,None,05,Fraxinus pennsylvanica,"Ash, green",68,"{""type"": ""Point"", ""coordinates"": [-79.5091683859255, 43.704850641267]}"
