_id,OBJECTID,STRUCTID,ADDRESS,STREETNAME,CROSSSTREET1,CROSSSTREET2,SUFFIX,UNIT_NUMBER,TREE_POSITION_NUMBER,SITE,WARD,BOTANICAL_NAME,COMMON_NAME,DBH_TRUNK,geometry
85,85,EY14384,76,WILEY AVE,SAMMON AVE,MORTIMER AVE,,0,10,,14,Acer platanoides,"Maple, Norway",75,"{""type"": ""Point"", ""coordinates"": [-79.3379437371646, 43.686806997923]}"
124,124,EY17080,60,HILLSIDE DR EAST YORK,,GAMBLE AVE,,0,10,,14,Abies,Fir,0,"{""type"": ""Point"", ""coordinates"": [-79.3564386464949, 43.6886049512998]}"
273,274,EY10236,81,DENVALE RD,EDEN PARK RD,DORIS DR,,0,20,,19,Picea glauca,"Spruce, white",50,"{""type"": ""Point"", ""coordinates"": [-79.3174232824456, 43.7080136684945]}"
363,364,EY8522,56,AMSTERDAM AVE,WESTVIEW BLVD,GLENBURN AVE,,0,10,,19,Acer platanoides,"Maple, Norway",75,"{""type"": ""Point"", ""coordinates"": [-79.3015810079454, 43.7146375159281]}"
377,378,EY2660,452,BROADWAY AVE,WINSLOE AVE,HANNA RD,,0,10,,15,Acer platanoides,"Maple, Norway",75,"{""type"": ""Point"", ""coordinates"": [-79.373358278275, 43.7150676276385]}"
557,558,EY4647,29,BRENDAN RD,BURNHAM RD,MOORE AVE,,0,20,,15,Malus sargentii,"Apple, Sargents",21,"{""type"": ""Point"", ""coordinates"": [-79.3783849724147, 43.6952681598293]}"
592,593,EY8555,63,HOLLAND AVE,GLENBURN AVE,VICTORIA PARK AVE,,0,10,,19,Acer saccharum,"Maple, sugar",44,"{""type"": ""Point"", ""coordinates"": [-79.2994686795803, 43.7157120901396]}"
865,866,EY21923,193,COLERIDGE AVE,SAMMON AVE,LUMSDEN AVE,,0,10,,19,Acer platanoides,"Maple, Norway",77,"{""type"": ""Point"", ""coordinates"": [-79.3146042245382, 43.692480284247]}"
893,894,EY18912,88,NEALON AVE,JACKMAN AVE,ARUNDEL AVE,,0,110,,14,Picea abies,"Spruce, Norway",19,"{""type"": ""Point"", ""coordinates"": [-79.3532569631106, 43.6838880087792]}"
1005,1006,EY19931,877,COXWELL AVE,MEMORIAL PARK AVE,COSBURN AVE,,0,10,,19,Acer platanoides,"Maple, Norway",53,"{""type"": ""Point"", ""coordinates"": [-79.3273270577664, 43.6929059085982]}"
1035,1036,EY2667,2,TANAGER AVE,BROADWAY AVE,GLENVALE BLVD,A,0,30,,15,Betula papyrifera,"Birch, white",30,"{""type"": ""Point"", ""coordinates"": [-79.3721353699276, 43.7151094182244]}"
1273,1274,EY15471,17,DENTON AVE,BRYANT AVE,VICTORIA PARK AVE,,0,20,,19,Tilia,Linden,70,"{""type"": ""Point"", ""coordinates"": [-79.2891905040362, 43.6926432793747]}"
1339,1340,EY25143,3,AIRDRIE RD,"BAYVIEW AVE TO, EY, NY",HEATHER RD EAST YORK,,0,10,,15,Acer platanoides,"Maple, Norway",24,"{""type"": ""Point"", ""coordinates"": [-79.3722883863194, 43.6994746978406]}"
1380,1381,EY21230,3,FOUR OAKS GT,DUSTAN CRES,AIRLEY CRES,,0,40,,14,Juniperus,Juniper,10,"{""type"": ""Point"", ""coordinates"": [-79.3392989130713, 43.6968573257713]}"
1486,1487,EY19281,188,SPRINGDALE BLVD,COXWELL AVE,WOODINGTON AVE,,0,10,,19,Thuja occidentalis,"Cedar, white",0,"{""type"": ""Point"", ""coordinates"": [-79.3240743441105, 43.6877727483546]}"
1544,1545,EY22693,35,GLEDHILL AVE,LN N DANFORTH E GLEDHILL,KING EDWARD AVE,,0,10,,19,Acer platanoides,"Maple, Norway",22,"{""type"": ""Point"", ""coordinates"": [-79.3090446739607, 43.6880478592116]}"
1701,1702,EY25086,145,AIRDRIE RD,HANNA RD,MILLWOOD RD,,0,10,,15,Acer platanoides,"Maple, Norway",27,"{""type"": ""Point"", ""coordinates"": [-79.365660040707, 43.703281509228]}"
1860,1861,EY23571,393,MAIN ST,LN 2 N DANFORTH E MAIN ST,DONCASTER AVE,,0,10,,19,Syringa reticulata,"Lilac, Japanese",25,"{""type"": ""Point"", ""coordinates"": [-79.3029552801873, 43.6912415180945]}"
1904,1905,EY21286,64,FOUR OAKS GT,AIRLEY CRES,O'CONNOR DR,,0,10,,14,ginkgo biloba,Ginkgo,47,"{""type"": ""Point"", ""coordinates"": [-79.3362466866118, 43.6976774667283]}"
2056,2057,EY15809,23,CRESTLAND AVE,MORTIMER AVE,BARKER AVE EAST YORK,,0,10,,19,Acer platanoides,"Maple, Norway",76,"{""type"": ""Point"", ""coordinates"": [-79.3248003455165, 43.6920280833082]}"
2207,2208,EY16873,1333,PAPE AVE,MINTON PL,PEPLER AVE,,0,10,,14,Malus,Apple,25,"{""type"": ""Point"", ""coordinates"": [-79.3504014551342, 43.6956860616501]}"
2251,2252,EY25053,251,AIRDRIE RD,HEATH RD,STICKNEY AVE,,0,10,,15,Acer platanoides,"Maple, Norway",73,"{""type"": ""Point"", ""coordinates"": [-79.3658897134624, 43.7067996747292]}"
2281,2282,EY15680,178,GLEBEMOUNT AVE,MORTIMER AVE,LN N MORTIMER E BINSWOOD,,0,10,,19,Picea glauca,"Spruce, white",25,"{""type"": ""Point"", ""coordinates"": [-79.3209769699282, 43.6915210482569]}"
2727,2728,EY930,139,GLENVALE BLVD,SUTHERLAND DR,GLENBRAE AVE,,0,30,,15,Gleditsia triacanthos f. inermis 'Shademaster',Honey locust Shademaster,47,"{""type"": ""Point"", ""coordinates"": [-79.3689456527213, 43.7177878917723]}"
2768,2769,EY11551,242,FERRIS RD,YOUNGMILL DR,GLENBURN AVE,,0,10,,19,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,55,"{""type"": ""Point"", ""coordinates"": [-79.2974927639724, 43.7057559367813]}"
2800,2801,EY22019,56,COLERIDGE AVE,STRATHMORE BLVD,MILVERTON BLVD,,0,10,,19,Juniperus,Juniper,0,"{""type"": ""Point"", ""coordinates"": [-79.3130100980845, 43.6885734656789]}"
2844,2845,EY24119,232,CHISHOLM AVE,CREWE AVE,LUMSDEN AVE,,0,10,,19,Sorbus americana,"Mountain ash, American",30,"{""type"": ""Point"", ""coordinates"": [-79.3060786235794, 43.694364483876]}"
2875,2876,EY3638,182,BAYVIEW HEIGHTS DR,BENNINGTON HEIGHTS DR,NOEL AVE,,0,20,,15,Picea glauca,"Spruce, white",39,"{""type"": ""Point"", ""coordinates"": [-79.3709679302192, 43.6939334538348]}"
2915,2916,EY5206,15,LEACREST RD,MALLORY CRES,MALLORY CRES,,0,10,,15,Picea glauca,"Spruce, white",30,"{""type"": ""Point"", ""coordinates"": [-79.368107338822, 43.6964142027879]}"
3398,3399,EY16008,122,WOODMOUNT AVE,SPRINGDALE BLVD,QUEENSDALE AVE,,0,20,,19,Acer saccharinum,"Maple, silver",100,"{""type"": ""Point"", ""coordinates"": [-79.3171516707228, 43.6891490296314]}"
3530,3531,EY10661,2,ASPEN AVE,PARKVIEW HILL CRES,PARKVIEW HILL CRES,,0,170,,19,Pinus sylvestris,Pine scots,20,"{""type"": ""Point"", ""coordinates"": [-79.3291280515958, 43.7039924443467]}"
3569,3570,EY24535,955,MILLWOOD RD,RANDOLPH RD,SOUTHVALE DR,,0,160,,15,Picea pungens,"Spruce, Colorado blue",33,"{""type"": ""Point"", ""coordinates"": [-79.3632320219724, 43.7027056535954]}"
3613,3614,EY10333,19,WATERMAN AVE,CRANFIELD RD,HOLLINGER RD,,0,120,,19,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,40,"{""type"": ""Point"", ""coordinates"": [-79.3126125807165, 43.711465303514]}"
3831,3832,EY8726,52,SQUIRES AVE,ST CLAIR AVE E,HOLMSTEAD AVE,,0,10,,19,Thuja occidentalis,"Cedar, white",46,"{""type"": ""Point"", ""coordinates"": [-79.3013355409332, 43.7086685508138]}"
4240,4241,EY18400,125,FLOYD AVE,CARLAW AVE,LN W PAPE N WESTWOOD,,0,10,,14,Quercus rubra,"Oak, red",5,"{""type"": ""Point"", ""coordinates"": [-79.3503366640904, 43.6869391483058]}"
4340,4341,EY9417,333,WOODMOUNT AVE,COSBURN AVE,PLAINS RD,,0,10,,19,Tilia,Linden,106,"{""type"": ""Point"", ""coordinates"": [-79.3202412568426, 43.6972802059407]}"
4654,4655,EY21358,14,TAYLOR DR,RALSTON AVE,TRIMONTIUM CRES,,0,20,,19,Pinus nigra,"Pine, Austrian",36,"{""type"": ""Point"", ""coordinates"": [-79.3256973734041, 43.699668631298]}"
4791,4792,EY25829,165,MCRAE DR,FIELD AVE,CRANDALL RD,,0,180,,15,Acer platanoides,"Maple, Norway",60,"{""type"": ""Point"", ""coordinates"": [-79.3674143746379, 43.7068244876379]}"
4793,4794,EY24244,22,ROSEVEAR AVE,NEWMAN AVE,DAWES RD,,0,10,,19,Acer saccharinum,"Maple, silver",100,"{""type"": ""Point"", ""coordinates"": [-79.299116606724, 43.6926674643006]}"
4919,4920,EY3093,314,BESSBOROUGH DR,CRAIG CRES,BROADWAY AVE,,0,20,,15,Malus,Apple,16,"{""type"": ""Point"", ""coordinates"": [-79.3766027541016, 43.7137306907485]}"
4921,4922,EY25250,188,RUMSEY RD,SHARRON DR,CROFTON RD,,0,10,,15,Acer platanoides,"Maple, Norway",66,"{""type"": ""Point"", ""coordinates"": [-79.3684161205435, 43.7088509758086]}"
5033,5034,EY20233,433,MORTIMER AVE,LEROY AVE,KIMBOURNE AVE,,0,10,,14,Picea glauca,"Spruce, white",28,"{""type"": ""Point"", ""coordinates"": [-79.3339489344741, 43.6887782922796]}"
5117,5118,EY13599,82,ELDON AVE,WEYMOUTH AVE,DENTONIA PARK AVE,,0,10,,19,Thuja occidentalis,"Cedar, white",0,"{""type"": ""Point"", ""coordinates"": [-79.2926931866847, 43.6927084458867]}"
5241,5242,EY21029,6,MILTON RD,PLAINS RD,JUDITH DR,,0,10,,14,Malus,Apple,26,"{""type"": ""Point"", ""coordinates"": [-79.3323802282131, 43.6954779427943]}"
5246,5247,EY10586,212,PARKVIEW HILL CRES,WHITE PINE AVE,WOODBINE HEIGHTS BLVD,,0,10,,19,Tilia americana,"Basswood, American",95,"{""type"": ""Point"", ""coordinates"": [-79.3234624247365, 43.7082200938621]}"
5252,5253,EY6258,55,BESSBOROUGH DR,SUTHERLAND DR,AIRDRIE RD,,0,10,,15,Acer platanoides,"Maple, Norway",71,"{""type"": ""Point"", ""coordinates"": [-79.369796885541, 43.6995873014536]}"
5358,5359,EY25393,11,RUMSEY RD,ROLPH RD,HANNA RD,,0,40,,15,Picea pungens,"Spruce, Colorado blue",38,"{""type"": ""Point"", ""coordinates"": [-79.3684102926798, 43.7016906451206]}"
5376,5377,EY25042,277,AIRDRIE RD,STICKNEY AVE,MCRAE DR,,0,20,,15,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,56,"{""type"": ""Point"", ""coordinates"": [-79.3661134361025, 43.7076734112613]}"
5462,5463,EY5733,38,ST CUTHBERTS RD,"BAYVIEW AVE TO, EY, NY",BERNEY CRES,,0,30,,15,Acer platanoides 'Crimson King',"Maple, Norway Crimson King",60,"{""type"": ""Point"", ""coordinates"": [-79.3718277116368, 43.7028947856062]}"
5534,5535,EY16599,1081,PAPE AVE,,,,0,10,,14,Syringa,Lilac,4,"{""type"": ""Point"", ""coordinates"": [-79.3492624530986, 43.6912705569004]}"
5558,5559,EY20259,426,MORTIMER AVE,LEROY AVE,KIMBOURNE AVE,,0,30,,14,Quercus rubra,"Oak, red",10,"{""type"": ""Point"", ""coordinates"": [-79.3344596125873, 43.6890582262575]}"
5600,5601,EY9228,811,COSBURN AVE,WOODMOUNT AVE,REDNOR RD,,0,10,,19,Acer platanoides 'Crimson King',"Maple, Norway Crimson King",36,"{""type"": ""Point"", ""coordinates"": [-79.319667883796, 43.6957055809304]}"
5683,5684,EY22067,88,OAK PARK AVE,GATWICK AVE,DONCASTER AVE,,0,10,,19,Picea pungens,"Spruce, Colorado blue",20,"{""type"": ""Point"", ""coordinates"": [-79.3087277089118, 43.6899169978625]}"
5729,5730,EY17488,8,O'CONNOR DR,BEECHWOOD CRES,BEECHWOOD DR,,0,80,,14,Pinus nigra,"Pine, Austrian",14,"{""type"": ""Point"", ""coordinates"": [-79.3548794433237, 43.6925428228784]}"
5979,5980,EY25644,95,RESEARCH RD,CLARKE ST,LESLIE ST,,0,50,,15,Ulmus pumila,"Elm, Siberian",34,"{""type"": ""Point"", ""coordinates"": [-79.3518036697309, 43.7129910473312]}"
6234,6235,EY8377,47,PEARD RD,SQUIRES AVE,GLENBURN AVE,,0,10,,19,Prunus spp.,Cherry,15,"{""type"": ""Point"", ""coordinates"": [-79.2991127391933, 43.7099601550703]}"
6308,6309,EY20654,109,LANKIN BLVD,JUDITH DR,O'CONNOR DR,,0,10,,14,Acer palmatum,"Maple, Japanese",18,"{""type"": ""Point"", ""coordinates"": [-79.3302763968797, 43.6971099491492]}"
6316,6317,EY11510,106,FERRIS RD,NOTLEY PL,REXLEIGH DR,,0,10,,19,Tilia americana,"Basswood, American",118,"{""type"": ""Point"", ""coordinates"": [-79.306373013664, 43.7026635265673]}"
6401,6402,EY16046,201,WOODYCREST AVE,WESTWOOD AVE,FLOYD AVE,,0,20,,14,Tilia,Linden,50,"{""type"": ""Point"", ""coordinates"": [-79.3444846099517, 43.6875432989628]}"
6418,6419,EY24678,91,HANNA RD,MILLWOOD RD,FIELD AVE,,0,10,,15,Acer platanoides,"Maple, Norway",65,"{""type"": ""Point"", ""coordinates"": [-79.3697254210003, 43.7057535362137]}"
6510,6511,EY3034,431,BROADWAY AVE,WINSLOE AVE,HANNA RD,,0,10,,15,Catalpa speciosa,"Catalpa, northern",84,"{""type"": ""Point"", ""coordinates"": [-79.3743649903802, 43.7143438042123]}"
6521,6522,EY8383,28,ADAIR RD,SQUIRES AVE,GLENBURN AVE,,0,10,,19,Thuja occidentalis,"Cedar, white",30,"{""type"": ""Point"", ""coordinates"": [-79.2996713702073, 43.7111118480239]}"
6545,6546,EY16859,32,PEPLER AVE,LN N O CONNOR E PAPE,PAPE AVE,,0,10,,14,Acer platanoides,"Maple, Norway",59,"{""type"": ""Point"", ""coordinates"": [-79.3497387397889, 43.6943618228594]}"
6664,6665,EY16523,246,COSBURN AVE,TODMORDEN LANE,GOWAN AVE,,0,10,,14,Malus,Apple,40,"{""type"": ""Point"", ""coordinates"": [-79.3430182214668, 43.69086838145]}"
6670,6671,EY3730,2,MOOREHILL DR,BENNINGTON HEIGHTS DR,RED OAKS CRES,,0,40,,15,Abies,Fir,23,"{""type"": ""Point"", ""coordinates"": [-79.372323805408, 43.6924648672186]}"
6741,6742,EY9927,17,BARRETT RD,WESTVIEW BLVD,SELWYN AVE,,0,10,,19,Picea glauca,"Spruce, white",65,"{""type"": ""Point"", ""coordinates"": [-79.3073514731893, 43.7095773996936]}"
6966,6967,EY9042,336,GLEBEMOUNT AVE,PLAINS RD,O'CONNOR DR,,0,10,,19,Acer platanoides 'Crimson King',"Maple, Norway Crimson King",52,"{""type"": ""Point"", ""coordinates"": [-79.3232309940019, 43.6982336038624]}"
7107,7108,EY23800,8,PALMER AVE,PALMER ST,DENTONIA PARK AVE,,0,10,,19,Betula papyrifera,"Birch, white",22,"{""type"": ""Point"", ""coordinates"": [-79.3000928210934, 43.6912048543758]}"
7323,7324,EY21365,20,TAYLOR DR,RALSTON AVE,TRIMONTIUM CRES,,0,50,,19,Acer platanoides,"Maple, Norway",25,"{""type"": ""Point"", ""coordinates"": [-79.3249514596158, 43.6997789273069]}"
7508,7509,EY12771,97,CADORNA AVE,PLAINS RD,O'CONNOR DR,,0,10,,14,Acer platanoides,"Maple, Norway",0,"{""type"": ""Point"", ""coordinates"": [-79.3401824331343, 43.6937206702386]}"
7646,7647,EY16036,234,WESTWOOD AVE,LN E PAPE N MORTIMER,WOODYCREST AVE,,0,10,,14,Acer platanoides,"Maple, Norway",44,"{""type"": ""Point"", ""coordinates"": [-79.3460805767966, 43.6871531013866]}"
7759,7760,EY13431,19,MUNFORD CRES,AVIS CRES,CHAPMAN AVE,,0,10,,19,Malus,Apple,50,"{""type"": ""Point"", ""coordinates"": [-79.302220702409, 43.7013478297334]}"
7771,7772,EY11335,96,GLENWOOD CRES,O'CONNOR DR,GLENWOOD TER,,0,10,,19,Betula papyrifera,"Birch, white",36,"{""type"": ""Point"", ""coordinates"": [-79.3139011942033, 43.7025816615212]}"
7852,7853,EY22670,113,GLEDHILL AVE,KING EDWARD AVE,BURRELL AVE,,0,20,,19,Taxus,Yew,0,"{""type"": ""Point"", ""coordinates"": [-79.3099354797517, 43.6904627357341]}"
7952,7953,EY25802,49,MCRAE DR,HEATHER RD EAST YORK,BESSBOROUGH DR,,0,15,,15,Pinus strobus,"Pine, eastern white",10,"{""type"": ""Point"", ""coordinates"": [-79.3704546258848, 43.7019670782205]}"
7969,7970,EY18214,101,CARLAW AVE,LN 1 S EASTERN W CARLAW,EASTERN AVE,,0,320,,14,Amelanchier canadensis,Serviceberry,0,"{""type"": ""Point"", ""coordinates"": [-79.3385600347958, 43.6579658160543]}"
7976,7977,EY15975,218,WOODMOUNT AVE,DUNKIRK RD,BARKER AVE EAST YORK,,0,20,,19,Picea glauca,"Spruce, white",42,"{""type"": ""Point"", ""coordinates"": [-79.3188625210236, 43.6928403941774]}"
8016,8017,EY5727,20,ST CUTHBERTS RD,"BAYVIEW AVE TO, EY, NY",BERNEY CRES,,0,10,,15,Acer saccharinum,"Maple, silver",72,"{""type"": ""Point"", ""coordinates"": [-79.3728271254869, 43.7023838191998]}"
8194,8195,EY11354,7,RAVENWOOD PL,FERRIS RD,,,0,10,,19,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,30,"{""type"": ""Point"", ""coordinates"": [-79.3063303008002, 43.7001333749205]}"
8209,8210,EY13436,15,MUNFORD CRES,CHAPMAN AVE,CHAPMAN AVE,,0,10,,19,Acer platanoides,"Maple, Norway",45,"{""type"": ""Point"", ""coordinates"": [-79.3026463183219, 43.7011081052145]}"
8268,8269,EY2643,15,ANNESLEY AVE,BESSBOROUGH DR,ROXVILLE AVE,,0,10,,15,Acer tataricum subsp. ginnala,"Maple, Amur",39,"{""type"": ""Point"", ""coordinates"": [-79.3750316704755, 43.7151596350003]}"
8384,8385,EY10679,1,ALDER RD,,PARKVIEW HILL CRES,,0,10,,19,Thuja occidentalis,"Cedar, white",0,"{""type"": ""Point"", ""coordinates"": [-79.3252563534898, 43.7029960187594]}"
8505,8506,EY5384,14,ASTOR AVE,SOUTHVALE DR,SUTHERLAND DR,,0,10,,15,Acer platanoides,"Maple, Norway",81,"{""type"": ""Point"", ""coordinates"": [-79.3671176493193, 43.6983236785014]}"
8578,8579,EY21019,1,JUDITH DR,NORTHRIDGE AVE,MILTON RD,,0,10,,14,Malus,Apple,26,"{""type"": ""Point"", ""coordinates"": [-79.332899987267, 43.6960527429082]}"
9189,9190,EY21220,5,FOUR OAKS GT,DUSTAN CRES,AIRLEY CRES,,0,40,,14,Pinus,Pine,35,"{""type"": ""Point"", ""coordinates"": [-79.3392175319483, 43.6970001337509]}"
9607,9608,EY14940,135,DEWHURST BLVD,MILVERTON BLVD,SOMERS AVE,,0,40,,14,Populus nigra 'italica',"Poplar, black Lombardy",46,"{""type"": ""Point"", ""coordinates"": [-79.3406909348441, 43.6840373417541]}"
9683,9684,EY13152,65,LESMOUNT AVE,COSBURN AVE,PLAINS RD,,0,10,,14,Tilia,Linden,50,"{""type"": ""Point"", ""coordinates"": [-79.3408853928305, 43.692579116909]}"
9715,9716,EY25623,210,WICKSTEED AVE,LESLIE ST,,,0,10,,15,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,34,"{""type"": ""Point"", ""coordinates"": [-79.350351834187, 43.7129929633336]}"
10155,10156,EY24596,831,MILLWOOD RD,MCRAE DR,RUMSEY RD,,0,40,,15,Acer platanoides,"Maple, Norway",95,"{""type"": ""Point"", ""coordinates"": [-79.3678447641124, 43.7044920901698]}"
10275,10276,EY10340,32,CRANFIELD RD,BERMONDSEY RD,NORTHLINE RD,,0,20,,19,Tilia cordata,"Linden, littleleaf",55,"{""type"": ""Point"", ""coordinates"": [-79.3105560899591, 43.7140968796193]}"
10430,10431,EY5798,39,SHARRON DR,HANNA RD,RUMSEY RD,,0,10,,15,Acer platanoides,"Maple, Norway",72,"{""type"": ""Point"", ""coordinates"": [-79.3682605609532, 43.707522074333]}"
10434,10435,EY5705,19,HEATHER RD EAST YORK,AIRDRIE RD,MCRAE DR,,0,10,,15,Acer platanoides,"Maple, Norway",74,"{""type"": ""Point"", ""coordinates"": [-79.3712388877351, 43.7004692872534]}"
10457,10458,EY17578,654,MORTIMER AVE,GLEBEMOUNT AVE,WOODMOUNT AVE,,0,10,,19,Morus,Mulberry,0,"{""type"": ""Point"", ""coordinates"": [-79.319337196863, 43.6919560932744]}"
10496,10497,EY24853,98,MCRAE DR,HANNA RD,MILLWOOD RD,,0,10,,15,Acer platanoides,"Maple, Norway",94,"{""type"": ""Point"", ""coordinates"": [-79.3682110451004, 43.7042571927318]}"
10545,10546,EY12955,291,COSBURN AVE,DONLANDS AVE,LESMOUNT AVE,,0,60,,14,Juniperus,Juniper,0,"{""type"": ""Point"", ""coordinates"": [-79.3408096380938, 43.6911612176052]}"
10613,10614,EY9141,9,TREADWAY BLVD,PLAINS RD,O'CONNOR DR,,0,10,,19,Acer platanoides,"Maple, Norway",35,"{""type"": ""Point"", ""coordinates"": [-79.3277434803014, 43.696671686137]}"
10635,10636,EY11511,108,FERRIS RD,NOTLEY PL,REXLEIGH DR,,0,10,,19,Picea pungens,"Spruce, Colorado blue",45,"{""type"": ""Point"", ""coordinates"": [-79.3062066581107, 43.7025705495075]}"
10636,10637,EY11219,17,GLEN ROBERT DR,,PLAXTON DR,,0,10,,19,Betula papyrifera,"Birch, white",55,"{""type"": ""Point"", ""coordinates"": [-79.3031560617181, 43.7043534941186]}"
10643,10644,EY2110,26,RYKERT CRES,BRENTCLIFFE RD,,,0,10,,15,Picea abies,"Spruce, Norway",31,"{""type"": ""Point"", ""coordinates"": [-79.361392712342, 43.7185516320017]}"
10739,10740,EY10630,9,ASPEN AVE,PARKVIEW HILL CRES,PARKVIEW HILL CRES,,0,90,,19,Acer saccharinum,"Maple, silver",60,"{""type"": ""Point"", ""coordinates"": [-79.3285470623163, 43.7042855019851]}"
10788,10789,EY20283,508,MORTIMER AVE,ROOSEVELT RD,ROOSEVELT RD,,0,10,,14,Acer platanoides,"Maple, Norway",35,"{""type"": ""Point"", ""coordinates"": [-79.3296845786511, 43.6900110737318]}"
10800,10801,EY2313,42,DONLEA DR,HANNA RD,RUMSEY RD,,0,10,,15,Acer platanoides,"Maple, Norway",71,"{""type"": ""Point"", ""coordinates"": [-79.3716871997493, 43.7131666332417]}"
10811,10812,EY23280,227,WESTLAKE AVE,CREWE AVE,LUMSDEN AVE,,0,10,,19,Quercus rubra,"Oak, red",132,"{""type"": ""Point"", ""coordinates"": [-79.3079101739868, 43.693847724918]}"
10818,10819,EY21453,4,BRACEBRIDGE AVE,WOODBINE AVE,CEDARVALE AVE,,0,10,,19,Malus,Apple,36,"{""type"": ""Point"", ""coordinates"": [-79.3174874333142, 43.6981083439055]}"
10858,10859,EY18216,101,CARLAW AVE,LN 1 S EASTERN W CARLAW,EASTERN AVE,,0,340,,14,Picea pungens,"Spruce, Colorado blue",0,"{""type"": ""Point"", ""coordinates"": [-79.3385600347958, 43.6579658160543]}"
10921,10922,EY18690,101,CARLAW AVE,LN 1 S EASTERN W CARLAW,EASTERN AVE,,0,420,,14,Quercus alba,"Oak, white",0,"{""type"": ""Point"", ""coordinates"": [-79.3385600347958, 43.6579658160543]}"
11060,11061,EY18205,101,CARLAW AVE,LN 1 S EASTERN W CARLAW,EASTERN AVE,,0,400,,14,Amelanchier canadensis,Serviceberry,0,"{""type"": ""Point"", ""coordinates"": [-79.3385600347958, 43.6579658160543]}"
11068,11069,EY10496,61,DORIS DR,MARILYN CRES,DENVALE RD,,0,10,,19,Syringa reticulata,"Lilac, Japanese",30,"{""type"": ""Point"", ""coordinates"": [-79.316457840155, 43.7078608740334]}"
11107,11108,EY10519,1,DORIS DR,ST CLAIR AVE E,MARILYN CRES,,0,10,,19,Picea pungens,"Spruce, Colorado blue",50,"{""type"": ""Point"", ""coordinates"": [-79.3152464845217, 43.7053801077222]}"
11554,11555,EY16532,200,COSBURN AVE,TODMORDEN LANE,GOWAN AVE,,0,30,,14,Pinus sylvestris,Pine scots,0,"{""type"": ""Point"", ""coordinates"": [-79.344765358895, 43.690494648322]}"
11639,11640,EY24838,44,MCRAE DR,HEATHER RD EAST YORK,BESSBOROUGH DR,,0,20,,15,Acer saccharinum,"Maple, silver",12,"{""type"": ""Point"", ""coordinates"": [-79.3711300868017, 43.7021341133531]}"
11645,11646,EY14608,194,DONLANDS AVE,KINGS PARK BLVD,MORTIMER AVE,,0,10,,14,Prunus spp.,Cherry,39,"{""type"": ""Point"", ""coordinates"": [-79.3401932134968, 43.6867173074495]}"
11687,11688,EY8346,55,YARDLEY AVE,BARRON RD,GLENBURN AVE,,0,20,,19,Thuja occidentalis,"Cedar, white",20,"{""type"": ""Point"", ""coordinates"": [-79.3036249995884, 43.7123798395082]}"
11999,12000,EY10489,52,GLENSHAW CRES,EDEN PARK RD,NORTHDALE BLVD,,0,10,,19,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,37,"{""type"": ""Point"", ""coordinates"": [-79.318220627792, 43.7091287560942]}"
12174,12175,EY20245,413,MORTIMER AVE,GREENWOOD AVE,LEROY AVE,,0,10,,14,Fagus grandifolia,"Beech, American",49,"{""type"": ""Point"", ""coordinates"": [-79.3349704242356, 43.6885673049276]}"
12407,12408,EY23564,407,MAIN ST,DONCASTER AVE,LUMSDEN AVE,,0,10,,19,Allianthus altissima,Tree of heaven,77,"{""type"": ""Point"", ""coordinates"": [-79.3035606734273, 43.6923531486429]}"
12442,12443,EY17074,1175,BROADVIEW AVE,COSBURN AVE,GAMBLE AVE,,0,10,,14,Malus,Apple,15,"{""type"": ""Point"", ""coordinates"": [-79.3545052019603, 43.6890330118521]}"
12499,12500,EY14489,19,MARLOW AVE,MILVERTON BLVD,SAMMON AVE,,0,10,,14,Malus,Apple,0,"{""type"": ""Point"", ""coordinates"": [-79.3377180767286, 43.6847709249523]}"
12505,12506,EY18980,90,MORTIMER AVE,ARUNDEL AVE,LOGAN AVE,,0,10,,14,Tilia,Linden,54,"{""type"": ""Point"", ""coordinates"": [-79.3528657881986, 43.6849009720028]}"
12689,12690,EY19649,17,QUEENSDALE AVE,GREENWOOD AVE,LINSMORE CRES,,0,20,,14,Thuja occidentalis,"Cedar, white",14,"{""type"": ""Point"", ""coordinates"": [-79.3332446327619, 43.6863341519606]}"
12719,12720,EY4082,453,HEATH ST E,BAYVIEW HEIGHTS DR,,,0,60,,15,Ulmus pumila,"Elm, Siberian",79,"{""type"": ""Point"", ""coordinates"": [-79.3706978696303, 43.6948884106351]}"
12772,12773,EY16567,11,WOODVILLE AVE,BROADVIEW AVE,HASSARD AVE,,0,10,,14,Malus,Apple,38,"{""type"": ""Point"", ""coordinates"": [-79.354283074479, 43.6912157414818]}"
12806,12807,EY10678,1,ALDER RD,,PARKVIEW HILL CRES,,0,20,,19,Picea pungens,"Spruce, Colorado blue",35,"{""type"": ""Point"", ""coordinates"": [-79.3252563534898, 43.7029960187594]}"
13043,13044,EY15127,169,MORTIMER AVE,LN E PAPE N MORTIMER,WOODYCREST AVE,,0,10,,14,Tilia,Linden,61,"{""type"": ""Point"", ""coordinates"": [-79.3460819355989, 43.685952239439]}"
