_id,OBJECTID,STRUCTID,ADDRESS,STREETNAME,CROSSSTREET1,CROSSSTREET2,SUFFIX,UNIT_NUMBER,TREE_POSITION_NUMBER,SITE,WARD,BOTANICAL_NAME,COMMON_NAME,DBH_TRUNK,geometry
603706,603779,EY9859,48,WESTVIEW BLVD,GARDENS CRES,GARDENS CRES,,0,20,,19,Acer platanoides,"Maple, Norway",60,"{""type"": ""Point"", ""coordinates"": [-79.3099791093282, 43.7079203712795]}"
603747,603820,EY9506,484,PLAINS RD,GLEBEMOUNT AVE,NORLONG BLVD,,0,10,,19,Picea glauca,"Spruce, white",0,"{""type"": ""Point"", ""coordinates"": [-79.3224715637288, 43.6974841591695]}"
603767,603840,EY16661,15,DAVIES CRES,DONLANDS AVE,LESMOUNT AVE,,0,110,,14,Taxus,Yew,0,"{""type"": ""Point"", ""coordinates"": [-79.3424257813783, 43.6958271880586]}"
604013,604086,EY19355,348,SPRINGDALE BLVD,WOODMOUNT AVE,WOODBINE AVE,,0,10,,19,Tilia americana,"Basswood, American",35,"{""type"": ""Point"", ""coordinates"": [-79.3153283477295, 43.6896564000451]}"
604031,604104,EY18528,198,WESTWOOD AVE,CARLAW AVE,LN W PAPE N MORTIMER,,0,10,,14,Acer saccharinum,"Maple, silver",113,"{""type"": ""Point"", ""coordinates"": [-79.3484267825272, 43.6865850318959]}"
604207,604280,EY19863,42,ROOSEVELT RD,SAMMON AVE,MORTIMER AVE,,0,60,,14,Taxus,Yew,0,"{""type"": ""Point"", ""coordinates"": [-79.3295403593533, 43.6896263953586]}"
604419,604492,EY4071,458,HEATH ST E,BAYVIEW HEIGHTS DR,,,0,10,,15,Thuja plicata,"Cedar, western red",31,"{""type"": ""Point"", ""coordinates"": [-79.3703668743991, 43.695578740676]}"
604515,604588,EY15569,239,GLEBEMOUNT AVE,DUNKIRK RD,BARKER AVE EAST YORK,,0,10,,19,Malus coronaria,"Apple, wild crab",20,"{""type"": ""Point"", ""coordinates"": [-79.3209595526322, 43.6926846901686]}"
604588,604661,EY5351,14,SOUTHLEA AVE,MOORE AVE,SUTHERLAND DR,,0,10,,15,Acer platanoides,"Maple, Norway",42,"{""type"": ""Point"", ""coordinates"": [-79.3685807490154, 43.6981712229988]}"
604610,604683,EY10138,1621,WOODBINE HEIGHTS BLVD,PARKVIEW HILL CRES,HACKBERRY ST,,0,10,,19,Acer platanoides 'Crimson King',"Maple, Norway Crimson King",42,"{""type"": ""Point"", ""coordinates"": [-79.321342180982, 43.7061972477979]}"
604786,604859,EY17091,76,DON VALLEY DR,,HILLSIDE DR EAST YORK,,0,10,,14,Gleditsia triacanthos,Honey locust,18,"{""type"": ""Point"", ""coordinates"": [-79.356831148409, 43.6903097133688]}"
604947,605020,EY16112,183,FLOYD AVE,LN E PAPE S FLOYD,WOODYCREST AVE,,0,10,,14,Prunus spp.,Cherry,35,"{""type"": ""Point"", ""coordinates"": [-79.3463256906009, 43.6876502489959]}"
605185,605258,EY21048,172,DURANT AVE,PLAINS RD,JUDITH DR,,0,40,,14,Prunus serrulata,"Cherry, Japanese",12,"{""type"": ""Point"", ""coordinates"": [-79.3312141213391, 43.6955604519263]}"
605205,605278,EY20598,25,NORTHBROOK RD,COSBURN AVE,PLAINS RD,,0,10,,14,Acer platanoides,"Maple, Norway",43,"{""type"": ""Point"", ""coordinates"": [-79.3370914956804, 43.6933595587223]}"
605230,605303,EY25659,7,BANIGAN DR,,THORNCLIFFE PARK DR,,0,30,,15,Pinus nigra,"Pine, Austrian",43,"{""type"": ""Point"", ""coordinates"": [-79.3528061078211, 43.7043494513077]}"
605250,605323,EY23356,134,WESTLAKE AVE,GATWICK AVE,DONCASTER AVE,,0,40,,19,Acer platanoides 'Crimson King',"Maple, Norway Crimson King",55,"{""type"": ""Point"", ""coordinates"": [-79.3065717338977, 43.6903039991775]}"
605400,605473,EY11266,173,GLENWOOD CRES,STAG HILL DR,,,0,10,,19,Malus,Apple,35,"{""type"": ""Point"", ""coordinates"": [-79.3103727357377, 43.7048675960032]}"
605507,605580,EY914,159,GLENVALE BLVD,GLENBRAE AVE,LAIRD DR,,0,10,,15,Acer platanoides,"Maple, Norway",28,"{""type"": ""Point"", ""coordinates"": [-79.3676125518668, 43.7182203599683]}"
605703,605776,EY24770,211,HANNA RD,PARKLEA DR,EGLINTON AVE E,,0,10,,15,Acer platanoides,"Maple, Norway",84,"{""type"": ""Point"", ""coordinates"": [-79.3710889298424, 43.7116828311222]}"
605863,605936,EY25990,379,SUTHERLAND DR,VANDERHOOF AVE,PARKLEA DR,,0,20,,15,Pinus sylvestris,Pine scots,20,"{""type"": ""Point"", ""coordinates"": [-79.3662041728791, 43.7114189265466]}"
605894,605967,EY14186,213,TORRENS AVE,PAPE AVE,DONLANDS AVE,,0,10,,14,Gleditsia triacanthos,Honey locust,49,"{""type"": ""Point"", ""coordinates"": [-79.345337215187, 43.692113865345]}"
606215,606288,EY17790,314,QUEENSDALE AVE,WOODMOUNT AVE,WOODBINE AVE,,0,10,,19,Acer saccharinum,"Maple, silver",140,"{""type"": ""Point"", ""coordinates"": [-79.3164191972553, 43.6900839365058]}"
606348,606421,EY6027,28,PARKHURST BLVD,DONEGALL DR,FLEMING CRES,,0,10,,15,Tilia,Linden,66,"{""type"": ""Point"", ""coordinates"": [-79.3742417741888, 43.7090323382416]}"
606483,606556,EY2323,66,DONLEA DR,HANNA RD,RUMSEY RD,,0,10,,15,Crataegus,Hawthorn,26,"{""type"": ""Point"", ""coordinates"": [-79.3702635193833, 43.7135934322198]}"
606548,606621,EY5521,171,RANDOLPH RD,STICKNEY AVE,MCRAE DR,,0,10,,15,Acer platanoides,"Maple, Norway",52,"{""type"": ""Point"", ""coordinates"": [-79.3632528569468, 43.7076168273541]}"
606569,606642,EY20821,4,DERWYN RD,COSBURN AVE,PLAINS RD,,0,10,,14,Malus,Apple,50,"{""type"": ""Point"", ""coordinates"": [-79.3338951332765, 43.6933955724871]}"
606665,606738,EY9752,240,WESTVIEW BLVD,GALBRAITH AVE,AMSTERDAM AVE,,0,10,,19,Pinus strobus,"Pine, eastern white",45,"{""type"": ""Point"", ""coordinates"": [-79.3052275134992, 43.7138360958097]}"
606933,607006,EY25005,274,AIRDRIE RD,MCRAE DR,CROFTON RD,,0,30,,15,Acer platanoides,"Maple, Norway",12,"{""type"": ""Point"", ""coordinates"": [-79.3667138134442, 43.7078137045966]}"
607058,607131,EY5837,40,CROFTON RD,AIRDRIE RD,SUTHERLAND DR,,0,20,,15,ginkgo biloba,Ginkgo,14,"{""type"": ""Point"", ""coordinates"": [-79.3659200109113, 43.7096345698433]}"
607098,607171,EY14524,239,SAMMON AVE,DONLANDS AVE,MARLOW AVE,,0,5,,14,Taxus,Yew,10,"{""type"": ""Point"", ""coordinates"": [-79.3386662749098, 43.6858435934001]}"
607262,607335,EY21041,171,DURANT AVE,PLAINS RD,JUDITH DR,,0,60,,14,Acer platanoides,"Maple, Norway",28,"{""type"": ""Point"", ""coordinates"": [-79.3306900621185, 43.6956614634652]}"
607264,607337,EY2571,12,DIVADALE DR,WINSLOE AVE,HANNA RD,,0,10,,15,Picea glauca,"Spruce, white",44,"{""type"": ""Point"", ""coordinates"": [-79.3744265547461, 43.713571338741]}"
607509,607582,EY13587,68,ELDON AVE,WEYMOUTH AVE,DENTONIA PARK AVE,,0,10,,19,Acer saccharum,"Maple, sugar",47,"{""type"": ""Point"", ""coordinates"": [-79.292538152885, 43.6923285081249]}"
607538,607611,EY2345,146,DONLEA DR,SUTHERLAND DR,LAIRD DR,,0,10,,15,Acer platanoides 'Crimson King',"Maple, Norway Crimson King",37,"{""type"": ""Point"", ""coordinates"": [-79.367066498389, 43.7141235155733]}"
607611,607684,EY5032,39,DOUGLAS CRES,GOVERNOR'S RD,GOVERNOR'S RD,,0,10,,11,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,57,"{""type"": ""Point"", ""coordinates"": [-79.3657858208014, 43.6910754358799]}"
607688,607761,EY17052,11,FERNWOOD GDNS,,BROADVIEW AVE,,0,40,,14,Thuja occidentalis,"Cedar, white",21,"{""type"": ""Point"", ""coordinates"": [-79.3568227648002, 43.6916803031713]}"
607726,607799,EY24965,134,AIRDRIE RD,HANNA RD,MILLWOOD RD,,0,10,,15,Acer platanoides,"Maple, Norway",72,"{""type"": ""Point"", ""coordinates"": [-79.3660366195877, 43.7029692288297]}"
607778,607851,EY3119,346,BESSBOROUGH DR,ANNESLEY AVE,GLENVALE BLVD,,0,10,,15,Betula papyrifera,"Birch, white",40,"{""type"": ""Point"", ""coordinates"": [-79.3767748081107, 43.7150171112891]}"
607856,607929,EY18098,737,SAMMON AVE,BINSWOOD AVE,GLEBEMOUNT AVE,,0,10,,19,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,0,"{""type"": ""Point"", ""coordinates"": [-79.321047329795, 43.6896440552336]}"
607870,607943,EY5723,23,ST CUTHBERTS RD,"BAYVIEW AVE TO, EY, NY",BERNEY CRES,,0,10,,15,Acer platanoides,"Maple, Norway",88,"{""type"": ""Point"", ""coordinates"": [-79.3723904913685, 43.7023126185428]}"
607907,607980,EY3423,17,CRAIG CRES,"BAYVIEW AVE TO, EY, NY",BESSBOROUGH DR,,0,10,,15,Picea pungens,"Spruce, Colorado blue",42,"{""type"": ""Point"", ""coordinates"": [-79.3759248103278, 43.7124530649571]}"
608048,608121,EY13524,20,MIDBURN AVE,DAWES RD,GOODWOOD PARK CRT,,0,110,,19,Fraxinus,Ash,45,"{""type"": ""Point"", ""coordinates"": [-79.2955171343512, 43.6946503490753]}"
608207,608280,EY12100,132,GLEN ALBERT DR,CURRAN DR,CEDARCREST BLVD,,0,20,,19,Malus,Apple,16,"{""type"": ""Point"", ""coordinates"": [-79.301392096344, 43.7026600394163]}"
608434,608507,EY17369,56,STANHOPE AVE,O'CONNOR DR,HOPEDALE AVE,,0,20,,14,Betula,Birch,120,"{""type"": ""Point"", ""coordinates"": [-79.3523969299846, 43.6950783504068]}"
608471,608544,EY8896,51,FURNIVAL RD,FURNIVAL RD,SQUIRES AVE,,0,10,,19,Acer platanoides,"Maple, Norway",27,"{""type"": ""Point"", ""coordinates"": [-79.3024411943248, 43.7109045360525]}"
608615,608688,EY23057,70,GATWICK AVE,WESTLAKE AVE,CHISHOLM AVE,,0,10,,19,Quercus rubra,"Oak, red",33,"{""type"": ""Point"", ""coordinates"": [-79.3055125840514, 43.6905246960383]}"
608663,608736,EY8359,85,TIAGO AVE,SQUIRES AVE,GLENBURN AVE,,0,40,,19,Pinus strobus,"Pine, eastern white",22,"{""type"": ""Point"", ""coordinates"": [-79.3023577897608, 43.7120082616657]}"
609026,609099,EY13705,2,CRESCENT TOWN RD,DAWES RD,MASSEY SQ,,0,90,,19,Acer platanoides,"Maple, Norway",40,"{""type"": ""Point"", ""coordinates"": [-79.295308187061, 43.6963604987199]}"
609168,609241,EY20303,124,ROOSEVELT RD,MEMORIAL PARK AVE,COSBURN AVE,,0,10,,14,Betula papyrifera,"Birch, white",0,"{""type"": ""Point"", ""coordinates"": [-79.3312956231491, 43.6932653873507]}"
609220,609293,EY10907,1,GLEN EDEN CRES,,JACK CHRISTIE LANE,,0,10,,19,Tilia,Linden,83,"{""type"": ""Point"", ""coordinates"": [-79.3052994942995, 43.7056005559723]}"
609350,609423,EY9253,822,COSBURN AVE,WOODMOUNT AVE,REDNOR RD,,0,10,,19,Acer saccharinum,"Maple, silver",91,"{""type"": ""Point"", ""coordinates"": [-79.3191296221459, 43.6961415359609]}"
609405,609478,EY17919,2,DUNKIRK RD,MORTIMER AVE,BINSWOOD AVE,,0,10,,19,Acer saccharinum,"Maple, silver",129,"{""type"": ""Point"", ""coordinates"": [-79.3235793667527, 43.6916953268394]}"
609559,609632,EY3415,271,BESSBOROUGH DR,EGLINTON AVE E,CRAIG CRES,,0,30,,15,Acer platanoides,"Maple, Norway",53,"{""type"": ""Point"", ""coordinates"": [-79.3741429763801, 43.7120330982982]}"
609617,609690,EY17244,52,CHILTON RD,LN N O CONNOR E RIVERCOURT,DONLANDS AVE,,0,10,,14,Gleditsia triacanthos,Honey locust,47,"{""type"": ""Point"", ""coordinates"": [-79.3479836932459, 43.6956636001046]}"
609695,609768,EY16368,217,WESTWOOD AVE,LN E PAPE N MORTIMER,WOODYCREST AVE,,0,10,,14,Acer platanoides,"Maple, Norway",69,"{""type"": ""Point"", ""coordinates"": [-79.3465901426357, 43.6868446456806]}"
609726,609799,EY18470,1102,LOGAN AVE,FLOYD AVE,GOWAN AVE,,0,10,,14,Betula papyrifera,"Birch, white",25,"{""type"": ""Point"", ""coordinates"": [-79.3527763830151, 43.6868635911766]}"
609798,609871,EY21621,15,BARBARA CRES,COXWELL BLVD,COXWELL BLVD,,0,10,,14,Picea pungens,"Spruce, Colorado blue",0,"{""type"": ""Point"", ""coordinates"": [-79.3299433482434, 43.6993066045259]}"
610228,610301,EY16627,217,WOODVILLE AVE,WOLVERTON AVE,ELMSDALE RD,,0,10,,14,Malus sargentii,"Apple, Sargents",32,"{""type"": ""Point"", ""coordinates"": [-79.3441233254524, 43.6933724064522]}"
610410,610483,EY4567,3,LUMLEY AVE,HEATH ST E,BURNHAM RD,,0,20,,15,Picea glauca,"Spruce, white",44,"{""type"": ""Point"", ""coordinates"": [-79.3755756425967, 43.6946506633325]}"
610427,610500,EY17533,69,HILLSIDE DR EAST YORK,DON VALLEY DR,,,0,10,,14,Picea pungens,"Spruce, Colorado blue",52,"{""type"": ""Point"", ""coordinates"": [-79.356761042165, 43.690713963781]}"
610438,610511,EY24978,190,AIRDRIE RD,MILLWOOD RD,LEA AVE,,0,10,,15,Acer platanoides,"Maple, Norway",66,"{""type"": ""Point"", ""coordinates"": [-79.3655542919911, 43.7049915281636]}"
610600,610673,EY4829,17,EVERGREEN GDNS,ORCHARD GRN,WINDMILL RD,,0,30,,15,Pinus nigra,"Pine, Austrian",53,"{""type"": ""Point"", ""coordinates"": [-79.3730662115749, 43.6956391352635]}"
610994,611067,EY24844,66,MCRAE DR,BESSBOROUGH DR,HANNA RD,,0,10,,15,Acer platanoides,"Maple, Norway",70,"{""type"": ""Point"", ""coordinates"": [-79.3690605391273, 43.7028470209336]}"
611141,611214,EY21250,2,FOUR OAKS GT,DUSTAN CRES,LN N DUSTAN E FOUR OAKS,,0,10,,14,Morus,Mulberry,30,"{""type"": ""Point"", ""coordinates"": [-79.3397521718951, 43.6963770053526]}"
611283,611356,EY24850,92,MCRAE DR,HANNA RD,MILLWOOD RD,,0,10,,15,Acer platanoides,"Maple, Norway",69,"{""type"": ""Point"", ""coordinates"": [-79.3682659821343, 43.703958719763]}"
611356,611429,EY23285,223,WESTLAKE AVE,WESTBROOK AVE,CREWE AVE,,0,10,,19,Quercus alba,"Oak, white",107,"{""type"": ""Point"", ""coordinates"": [-79.3077337993467, 43.6935582799384]}"
611789,611862,EY1482,25,TANAGER AVE,BROADWAY AVE,GLENVALE BLVD,,0,10,,15,Tilia,Linden,22,"{""type"": ""Point"", ""coordinates"": [-79.3722930271184, 43.716686236596]}"
612134,612207,EY25113,97,AIRDRIE RD,ROLPH RD,HANNA RD,,0,10,,15,Acer platanoides,"Maple, Norway",73,"{""type"": ""Point"", ""coordinates"": [-79.367065627873, 43.7015363195224]}"
612165,612238,EY22364,17,KING EDWARD AVE,GLEDHILL AVE,BURRELL AVE,,0,10,,19,Abies balsamaea,"Fir, balsam",0,"{""type"": ""Point"", ""coordinates"": [-79.3103171959743, 43.6885825847696]}"
612262,612335,EY4565,17,LUMLEY AVE,EVERGREEN GDNS,MOORE AVE,,0,20,,15,Malus,Apple,29,"{""type"": ""Point"", ""coordinates"": [-79.375924818601, 43.6955321611178]}"
612297,612370,EY3613,287,LAIRD DR,DONLEA DR,DIVADALE DR,,0,10,,15,Acer platanoides 'Crimson King',"Maple, Norway Crimson King",59,"{""type"": ""Point"", ""coordinates"": [-79.3650750445022, 43.7145761778496]}"
612345,612418,EY11557,254,FERRIS RD,GLENBURN AVE,DAWES RD,,0,30,,19,Picea pungens,"Spruce, Colorado blue",40,"{""type"": ""Point"", ""coordinates"": [-79.2963477011245, 43.7062712324476]}"
612649,612722,EY18272,24,HILLSIDE DR EAST YORK,BROADVIEW AVE,,,0,10,,14,Betula papyrifera,"Birch, white",60,"{""type"": ""Point"", ""coordinates"": [-79.3579344546484, 43.686582931554]}"
612760,612833,EY19018,142,WOODINGTON AVE,QUEENSDALE AVE,SAMMON AVE,,0,40,,19,Morus,Mulberry,10,"{""type"": ""Point"", ""coordinates"": [-79.3231110770368, 43.6887192696419]}"
612913,612986,EY13495,28,AVIS CRES,CHAPMAN AVE,CHAPMAN AVE,,0,10,,19,Prunus serrulata,"Cherry, Japanese",50,"{""type"": ""Point"", ""coordinates"": [-79.300412825809, 43.6999891847046]}"
613004,613077,EY24538,955,MILLWOOD RD,RANDOLPH RD,SOUTHVALE DR,,0,150,,15,Picea pungens,"Spruce, Colorado blue",45,"{""type"": ""Point"", ""coordinates"": [-79.3625980476735, 43.7024925621485]}"
613011,613084,EY13407,38,MUNFORD CRES,CHAPMAN AVE,CHAPMAN AVE,,0,10,,19,Acer platanoides,"Maple, Norway",40,"{""type"": ""Point"", ""coordinates"": [-79.3019160184524, 43.7015375261548]}"
613146,613219,EY6503,82,SUTHERLAND DR,ROLPH RD,HANNA RD,,0,10,,15,Acer platanoides,"Maple, Norway",85,"{""type"": ""Point"", ""coordinates"": [-79.366684892079, 43.7007634402727]}"
613229,613302,EY11673,18,FERRIS RD,DRUID CRT,NOTLEY PL,,0,10,,19,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,61,"{""type"": ""Point"", ""coordinates"": [-79.3066898431374, 43.7008806846815]}"
613294,613367,EY12222,90,MEIGHEN AVE,GOWER ST,RIPON RD,,0,20,,19,Juniperus,Juniper,5,"{""type"": ""Point"", ""coordinates"": [-79.2961143037777, 43.7028157857491]}"
613531,613604,EY16181,205,COSBURN AVE,TODMORDEN LANE,GOWAN AVE,,0,90,,14,Acer platanoides,"Maple, Norway",45,"{""type"": ""Point"", ""coordinates"": [-79.3439322664103, 43.6900633419507]}"
613536,613609,EY13762,10,SIBLEY AVE,LN N DANFORTH W SIBLEY,WEYMOUTH AVE,,0,30,,19,Picea glauca,"Spruce, white",25,"{""type"": ""Point"", ""coordinates"": [-79.2931732946541, 43.6906726649887]}"
613847,613920,EY18986,52,MORTIMER AVE,BURLEY AVE,ARUNDEL AVE,,0,10,,14,Malus,Apple,0,"{""type"": ""Point"", ""coordinates"": [-79.3540873032964, 43.6846693679418]}"
613908,613981,EY21755,215,CEDARVALE AVE,MILVERTON BLVD,SAMMON AVE,,0,10,,19,Acer platanoides,"Maple, Norway",54,"{""type"": ""Point"", ""coordinates"": [-79.3125237317577, 43.6900077638932]}"
614318,614391,EY11283,150,GLENWOOD CRES,,,,0,10,,19,Morus,Mulberry,18,"{""type"": ""Point"", ""coordinates"": [-79.3108578938568, 43.7051826882602]}"
614429,614502,EY2217,223,DONLEA DR,DON AVON DR,BRENTCLIFFE RD,,0,10,,15,Quercus rubra,"Oak, red",89,"{""type"": ""Point"", ""coordinates"": [-79.3623413172767, 43.7149678034669]}"
614430,614503,EY25894,292,SUTHERLAND DR,STICKNEY AVE,MCRAE DR,,0,10,,15,Acer platanoides,"Maple, Norway",67,"{""type"": ""Point"", ""coordinates"": [-79.3650918139567, 43.7074988186067]}"
614438,614511,EY17457,90,O'CONNOR DR,BEECHWOOD DR,HOPEDALE AVE,,0,20,,14,Pyrus calleryana 'Chanticleer',Pear Chanticleer,20,"{""type"": ""Point"", ""coordinates"": [-79.3531516042453, 43.6928179820725]}"
614486,614559,EY22273,230,KING EDWARD AVE,LUMSDEN AVE,BARKER AVE EAST YORK,,0,10,,19,Picea pungens,"Spruce, Colorado blue",37,"{""type"": ""Point"", ""coordinates"": [-79.3129923104557, 43.6938513005944]}"
614575,614648,EY17459,11,BEECHWOOD DR,O'CONNOR DR,BEECHWOOD CRES,,0,10,,14,Picea pungens,"Spruce, Colorado blue",48,"{""type"": ""Point"", ""coordinates"": [-79.3534162401309, 43.6932941480584]}"
614607,614680,EY11597,155,FERRIS RD,FERRIS CRES,CURRAN DR,,0,10,,19,Acer platanoides,"Maple, Norway",65,"{""type"": ""Point"", ""coordinates"": [-79.3025196679526, 43.703077365895]}"
614903,614976,EY24632,777,MILLWOOD RD,MACNAUGHTON RD,BESSBOROUGH DR,,0,10,,15,Tilia cordata,"Linden, littleleaf",43,"{""type"": ""Point"", ""coordinates"": [-79.3714660952795, 43.70478390035]}"
615009,615082,EY20877,27,DERWYN RD,COSBURN AVE,PLAINS RD,,0,10,,14,Acer platanoides,"Maple, Norway",30,"{""type"": ""Point"", ""coordinates"": [-79.3338701809011, 43.6944489932791]}"
615010,615083,EY5444,30,RANDOLPH RD,HANNA RD,RUTHERGLEN RD,,0,10,,15,Acer platanoides,"Maple, Norway",84,"{""type"": ""Point"", ""coordinates"": [-79.3639555395078, 43.7021693657434]}"
615552,615625,EY10639,9,ASPEN AVE,PARKVIEW HILL CRES,PARKVIEW HILL CRES,,0,10,,19,Picea pungens,"Spruce, Colorado blue",55,"{""type"": ""Point"", ""coordinates"": [-79.3287136452226, 43.7042819171866]}"
615722,615795,EY6031,46,PARKHURST BLVD,FLEMING CRES,CAMERON CRES,,0,10,,15,Tilia,Linden,35,"{""type"": ""Point"", ""coordinates"": [-79.3732370840545, 43.7091150392718]}"
615739,615812,EY18507,92,WESTWOOD AVE,BURLEY AVE,LOGAN AVE,,0,10,,14,Malus,Apple,50,"{""type"": ""Point"", ""coordinates"": [-79.3525007772677, 43.6858359441687]}"
615889,615962,EY13718,10,CRESCENT TOWN RD,MASSEY SQ,THE MARKET PL,,0,20,,19,Acer platanoides,"Maple, Norway",30,"{""type"": ""Point"", ""coordinates"": [-79.2936722420037, 43.6956661326821]}"
616142,616216,EY23624,452,MAIN ST,DONCASTER AVE,LUMSDEN AVE,,0,10,,19,Acer saccharum,"Maple, sugar",32,"{""type"": ""Point"", ""coordinates"": [-79.3042622954605, 43.6930902258493]}"
616169,616243,EY19771,301,MONARCH PARK AVE,SAMMON AVE,MORTIMER AVE,,0,10,,14,Acer platanoides,"Maple, Norway",70,"{""type"": ""Point"", ""coordinates"": [-79.3298609130077, 43.6888827536265]}"
616585,616659,EY4665,12,BURNHAM RD,BRENDAN RD,LUMLEY AVE,,0,10,,15,Gleditsia triacanthos f. inermis 'Shademaster',Honey locust Shademaster,59,"{""type"": ""Point"", ""coordinates"": [-79.3772994686782, 43.6949502804009]}"
616616,616690,EY9329,240,WOODMOUNT AVE,BARKER AVE EAST YORK,HOLBORNE AVE,,0,210,,19,Ulmus pumila,"Elm, Siberian",8,"{""type"": ""Point"", ""coordinates"": [-79.3192037004025, 43.6937375709512]}"
616774,616848,EY24797,127,HANNA RD,CRANDALL RD,SHARRON DR,,0,20,,15,Acer platanoides 'Crimson King',"Maple, Norway Crimson King",27,"{""type"": ""Point"", ""coordinates"": [-79.3693239413132, 43.7076363689053]}"
616815,616889,EY21528,195,VIRGINIA AVE,WOODBINE AVE,CEDARVALE AVE,,0,10,,19,Picea glauca,"Spruce, white",45,"{""type"": ""Point"", ""coordinates"": [-79.3155065064281, 43.6960085754402]}"
617104,617178,EY2377,240,DONLEA DR,DON AVON DR,BRENTCLIFFE RD,,0,10,,15,Acer platanoides,"Maple, Norway",70,"{""type"": ""Point"", ""coordinates"": [-79.3614805331526, 43.7153069481006]}"
617291,617365,EY11546,226,FERRIS RD,SQUIRES AVE,YOUNGMILL DR,,0,10,,19,Picea glauca,"Spruce, white",21,"{""type"": ""Point"", ""coordinates"": [-79.2983241381445, 43.705203243361]}"
617418,617492,EY24546,921,MILLWOOD RD,SUTHERLAND DR,RANDOLPH RD,,0,20,,15,Amelanchier canadensis,Serviceberry,10,"{""type"": ""Point"", ""coordinates"": [-79.3634571258012, 43.7031002596588]}"
617595,617669,EY12155,10,GOWER ST,CEDARCREST BLVD,CAPTAIN DEMONT LANE,,0,60,GOWER PARK PLACE,19,Tilia,Linden,34,"{""type"": ""Point"", ""coordinates"": [-79.2979972016863, 43.7026579788911]}"
617674,617748,EY22164,93,OAK PARK AVE,GATWICK AVE,DONCASTER AVE,,0,20,,19,Acer saccharum,"Maple, sugar",30,"{""type"": ""Point"", ""coordinates"": [-79.3086730754832, 43.6904370103162]}"
617770,617844,EY21079,1129,GREENWOOD AVE,COSBURN AVE,PLAINS RD,,0,10,,14,Syringa reticulata,"Lilac, Japanese",27,"{""type"": ""Point"", ""coordinates"": [-79.3381903986119, 43.6934442374947]}"
617812,617886,EY14294,272,GOWAN AVE,PAPE AVE,COSBURN AVE,,0,40,,14,Acer negundo,"Maple, Manitoba",17,"{""type"": ""Point"", ""coordinates"": [-79.342430932468, 43.6897234455995]}"
617899,617973,EY22888,68,WALLINGTON AVE,WESTLAKE AVE,CHISHOLM AVE,,0,10,,19,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,27,"{""type"": ""Point"", ""coordinates"": [-79.3068694733977, 43.6955921673389]}"
618046,618120,EY5772,10,ROLLAND RD,BESSBOROUGH DR,HANNA RD,,0,40,,15,Crataegus,Hawthorn,29,"{""type"": ""Point"", ""coordinates"": [-79.3696361196248, 43.7039677436455]}"
618053,618127,EY10984,66,PARKVIEW HILL CRES,ALDER RD,FAIRCREST CRCL,,0,10,,19,Tilia americana,"Basswood, American",72,"{""type"": ""Point"", ""coordinates"": [-79.3279784846566, 43.7036943621449]}"
618187,618261,EY21501,884,COSBURN AVE,WOODBINE AVE,CEDARVALE AVE,,0,10,,19,Pyrus,Pear,25,"{""type"": ""Point"", ""coordinates"": [-79.3158875944125, 43.6969607158533]}"
618274,618348,EY21432,5,RUMNEY RD,TRENTON AVE,VENTNOR AVE,,0,10,,19,Gleditsia triacanthos 'Sunburst',Honey locust Sunburst,42,"{""type"": ""Point"", ""coordinates"": [-79.3172486647678, 43.6993976391953]}"
618360,618434,EY24524,955,MILLWOOD RD,RANDOLPH RD,SOUTHVALE DR,,0,110,,15,Tilia americana,"Basswood, American",63,"{""type"": ""Point"", ""coordinates"": [-79.3625980476735, 43.7024925621485]}"
618385,618459,EY20004,53,LEROY AVE,MORTIMER AVE,MEMORIAL PARK AVE,,0,10,,14,Acer rubrum,"Maple, red",25,"{""type"": ""Point"", ""coordinates"": [-79.3344885991763, 43.6892712479489]}"
618412,618486,EY17019,28,BEECHWOOD DR,BEECHWOOD CRES,DON VALLEY PARKWAY N,,0,30,,14,Ulmus pumila,"Elm, Siberian",40,"{""type"": ""Point"", ""coordinates"": [-79.3541732170682, 43.6937393930246]}"
618674,618748,EY9461,16,HUTTON AVE,PLAINS RD,O'CONNOR DR,,0,10,,19,Acer platanoides,"Maple, Norway",50,"{""type"": ""Point"", ""coordinates"": [-79.3271046162627, 43.697107977071]}"
618723,618797,EY25025,304,AIRDRIE RD,MCRAE DR,CROFTON RD,,0,10,,15,Acer platanoides,"Maple, Norway",39,"{""type"": ""Point"", ""coordinates"": [-79.3672045106166, 43.7090241722161]}"
618745,618819,EY21385,43,TAYLOR DR,RALSTON AVE,TRIMONTIUM CRES,,0,20,,19,Thuja occidentalis,"Cedar, white",8,"{""type"": ""Point"", ""coordinates"": [-79.3244553402559, 43.6993322249841]}"
618793,618867,EY20788,36,LANKIN BLVD,MEMORIAL PARK AVE,COSBURN AVE,,0,10,,14,Juniperus,Juniper,0,"{""type"": ""Point"", ""coordinates"": [-79.3291610400663, 43.6935370894709]}"
619116,619190,EY18320,30,GOWAN AVE,BURLEY AVE,LOGAN AVE,,0,20,,14,Prunus spp.,Cherry,23,"{""type"": ""Point"", ""coordinates"": [-79.3540936920987, 43.6877650683114]}"
